index	label	sentence	POS	FGPOS	w_index
42	1	He seemed a genial and indestructible landmark the history of American music,  inspiteof defective hearing which had bothered him since the late Seventies.	verb	VBZ	6
43	1	He did not loosen his links the athletes when projected upwards the Presidency.	verb	VBZ	10
44	1	As a rich,  forceful young man,  Keller had been earmarked as a likely future president,  even before Mullegg was killed an aircrash 1958.	verb	VBZ	9
45	1	Keller was made a Steward of Henley Royal Regatta 1976,  a time when the proliferation of new -lane,  still-water courses around the world,  which had emerged his guidance,  seemed a threat the regatta founded 1829.	verb	VBZ	18
46	1	But it was the spirit of Henley,  huge crowds enjoying amateur sport,  presented administrative finesse,  which Keller took as the yardstick for the international circuit.	verb	VBZ	22
47	1	But it was the spirit of Henley,  huge crowds enjoying amateur sport,  presented administrative finesse,  which Keller took as the yardstick for the international circuit.	verb	VBZ	26
48	1	He loved the place and he returned every year to play an often small part as umpire of races undistinguished clubs far the Olympic standard he was obliged to administer.	verb	VBZ	16
49	1	He loved the place and he returned every year to play an often small part as umpire of races undistinguished clubs far the Olympic standard he was obliged to administer.	verb	VBZ	26
50	1	During his term as President of FISA he gradually reduced his role Eduard Keller Ltd and used the company offices to provide a world headquarters for rowing.	verb	VBZ	25
51	1	The sport is now obliged to find income the more normal sources of television and sponsorship,  to replace his largely unacknowledged private patronage.	verb	VBZ	4
52	1	The final task he set himself for his Presidency,  which was due to end next year,  was to weed the Regatta calendar all the rowing courses which could be made unfair by the wind.	verb	VBZ	18
53	1	The Labour Party Conference:  Policy review throws a spanner the Whitehall machinery	verb	VBZ	8
54	1	AN INCOMING Labour government would turn large areas of Whitehall upsidedown—  but the party 's policy review barely considers the implications of its plans for restructuring government departments.	verb	VBZ	10
55	1	The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish:  the Department of Energy.	verb	VBZ	5
56	1	Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine.	verb	VBZ	3
57	1	Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine.	verb	VBZ	20
58	1	The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would,  accordingto the Productive and Competitive Economy review group,  be ‘ administered by a transformed Department of Trade and Industry ’.	verb	VBZ	11
59	1	approach would seek to knock a keystone of Civil Service tradition.	verb	VBZ	8
60	1	But while the DTI would override the Treasury,  a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI.	verb	VBZ	5
61	1	But while the DTI would override the Treasury,  a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI.	verb	VBZ	18
62	1	The concept of a minister Cabinet rank—  and therefore implicitly not being a member of the Cabinet proper—  crops up again environment.	verb	VBZ	14
63	1	some cases Labour 's quangos merge existing ones,  or replace well-established bodies.	verb	VBZ	12
64	1	It would also be necessary ‘ to smash the decrepit,  effete constitution that allows a minority to capture power,  and then use it ruthlessly the interests of the privileged few ’.	verb	VBZ	7
65	1	It would also be necessary ‘ to smash the decrepit,  effete constitution that allows a minority to capture power,  and then use it ruthlessly the interests of the privileged few ’.	verb	VBZ	10
66	1	Mr Cook argued that 10 years of Thatcherism had been forced most people,  who had never voted Conservative,  and that many of those who opposed PR the Labour Party wanted to use the same undemocratic power ‘ to ram socialism the throats of a majority who did n't vote for it ’.	verb	VBZ	44
67	1	Labour would be acquiescing a ‘ democratic outrage ’ if it continued arguing that,  because the Conservatives had got away with being undemocratic for so long,  it was now Labour 's turn.	verb	VBZ	3
68	1	Mr Cook also countered the argument that PR would build a pull the centre ground,  preventing Labour implementing a radical programme.	verb	VBZ	22
69	1	‘ I can not honestly see that a system which would require us to compromise the morning the election is really so morally inferior a system which has already obliged us to compromise our policies two years polling day. ’	verb	VBZ	31
70	1	Mr Livingstone said he was pacts,  but 10 years of Thatcherism had demonstrated the dangers of giving power elites.	verb	VBZ	18
71	1	Mr Kinnock said it was wrong to propose a fundamental change the voting system for a short-term tactical vote to get rid of the Thatcher Government.	verb	VBZ	18
72	1	Mr Kinnock intends to reinforce his conviction that Labour is a position to win his keynote speech tomorrow.	verb	VBZ	6
73	1	Party organisers want the conference to show that the party is united as never before,  leaving Mr Kinnock free for the first time to sell the policy package voters worrying splits.	verb	VBZ	33
74	1	PUB ROCK / Pint-sized rock ‘ n ’ rollers:  Jim White selects the best of the London pub venues and gigs the weeks ahead	verb	VBZ	3
75	1	PUB ROCK / Pint-sized rock ‘ n ’ rollers:  Jim White selects the best of the London pub venues and gigs the weeks ahead	verb	VBZ	8
76	1	Another rule of thumb is that if the act is obliged to rest their microphone stand and amplifiers on beer crates insteadof the stage,  it will be a good evening.	verb	VBZ	10
77	1	WHO TO WATCH While the best that chart music can manage the way of band names is Black Box,  the pub circuit has always been ripe imaginative handles.	verb	VBZ	22
78	1	WHO TO WATCH While the best that chart music can manage the way of band names is Black Box,  the pub circuit has always been ripe imaginative handles.	verb	VBZ	29
79	1	PLAYING WEEK TONIGHT Bop Brothers Blues Band The plethora of litigation surrounding Blues Brothers lookalikes almost matches attached the release of Wired,  the unofficial biography of the original brother,  John Belushi.	verb	VBZ	9
80	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	VBZ	1
81	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	VBZ	13
82	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	VBZ	18
83	1	Primal Scream Not a name which would lead you to expect -absorbed acoustic doodlings.	verb	VBZ	13
84	1	Which is just as well,  because long-haired rock is what you will get.	verb	VBZ	6
85	1	FRIDAY Dr & The Medics Silly hippies in Roy Wood cast-off costumes do n't sound like the most appetising evening out,  and their brief foray the charts was a considerable embarrassment,  but the good Dr 's tongue is the right place ( in his cheek ) and a jolly time is guaranteed.	verb	VBZ	18
86	1	FRIDAY Dr & The Medics Silly hippies in Roy Wood cast-off costumes do n't sound like the most appetising evening out,  and their brief foray the charts was a considerable embarrassment,  but the good Dr 's tongue is the right place ( in his cheek ) and a jolly time is guaranteed.	verb	VBZ	24
87	1	MON 9 OCT Steve Marriott & Mickey Hutton among their way,  and who will never go anywhere,  the pub rock circuit plays host who were once really something.	verb	VBZ	25
88	1	Small but perfectly formed for pub rocking ( ie sweaty and restricted view from all but the front three rows ).	verb	VBZ	9
89	1	Not sure of the music policy,  but the name sounds the ingredients of a takeaway a less salubrious Chinese.	verb	VBZ	19
90	1	Not sure of the music policy,  but the name sounds the ingredients of a takeaway a less salubrious Chinese.	verb	VBZ	20
91	1	Dublin Castle 94 Parkway,  NW1 ( 485 1773 ) Beloved of Camden 's grunge rock enthusiasts,  a temple R'n'B,  complete with priceless memorabilia decorating the brown-painted ( or nicotine-stained ) walls.	verb	VBZ	17
92	1	Half Moon Putney 93 Lower Richmond Rd,  SW15 ( 788 2387 ) Better known for its jazz,  but a good,  wholesome venue for rock nonetheless.	verb	VBZ	20
93	1	King 's Head,  Fulham 4 Fulham High St,  SW6 ( 736 1413 ) L -shaped room,  part corridor,  part bar,  part dance-floor,  with the stage in one corner,  ensuring restricted view from virtually everywhere.	verb	VBZ	13
94	1	Perhaps the best atmosphere,  uninhibited dancing and whelping.	verb	VBZ	6
95	1	New Pegasus 109 Green Lanes,  N16 ( 226 5930 ) Pub which has gone several incarnations,  most recently known as Chas'n'Dave 's.	verb	VBZ	16
96	1	The odd policy to put the stage in the middle of the room ratherthan at one end leads a diminishing of the atmosphere ( the corners are seldom filled ).	verb	VBZ	20
97	1	The odd policy to put the stage in the middle of the room ratherthan at one end leads a diminishing of the atmosphere ( the corners are seldom filled ).	verb	VBZ	23
98	1	The stains on the carpet have survived every name change.	verb	VBZ	6
99	1	There are few things worse than being bludgeoned reading a book you hate.	verb	VBZ	7
100	1	They win their parents over with a rose -tinted vision of the world which is decidedly reassuring.	verb	VBZ	8
101	1	They win their parents over with a rose -tinted vision of the world which is decidedly reassuring.	verb	VBZ	16
102	1	The Ahlbergs have been accused of not facing upto the harsh realities of life,  of being too cosy and sweet,  but their latest picture book,  Bye Bye Baby,  published today,  breaks the mould.	verb	VBZ	32
103	1	Curious subject matter for a children 's picture book,  you might think,  and hardly guaranteed to win the approval of the gimlet -eyed children 's book world.	verb	VBZ	21
104	1	Curious subject matter for a children 's picture book,  you might think,  and hardly guaranteed to win the approval of the gimlet -eyed children 's book world.	verb	VBZ	22
105	1	‘ Certainly if you bring a literal interpretation the story,  it 's a minefield, ’ Allan Ahlberg says.	verb	VBZ	14
106	1	The time-consuming nature of Janet 's part the process,  combined a bad back which prevents her spending more than a couple of hours at the drawing board every day,  means she can not keep up with her husband 's prolific output.	verb	VBZ	2
107	1	Allan Ahlberg says:  ‘ the past,  a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery,  but when you tried to read the book,  there was nothing there,  because the words started a coat-hanger to hang pictures. ’	verb	VBZ	24
108	1	Allan Ahlberg says:  ‘ the past,  a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery,  but when you tried to read the book,  there was nothing there,  because the words started a coat-hanger to hang pictures. ’	verb	VBZ	47
109	1	The couple still maintain close links local schools,  where they spend hours researching,  sketching and absorbing jokes.	verb	VBZ	16
110	1	It 's a killing job.	verb	VBZ	3
111	1	But people seem to think that stories are written a prescription,  that you sit down and say,  you do n't want it to be sexist,  you do n't want it to be racist.	verb	VBZ	11
112	1	Although they are a principled pair—  they once turned the Smarties Award moral grounds—  the Ahlbergs reject the notion of children 's author as moralist.	verb	VBZ	15
113	1	The revolution the countryside needs:  Christian Wolmar says Britain is lagging behind setting ‘ telecottages ’	verb	VBZ	10
114	1	clever name,  its neat evocation of new and old,  describes a concept which was developed in Sweden and is spreading rural areas across the world.	verb	VBZ	21
115	1	Mr Dobbs,  who is chairman of Telecottages UK,  warns possible users not to get bogged the technology:  ‘ The equipment is a tool to overcome what needs to be done.	verb	VBZ	14
116	1	Mr Dobbs 's more unlikely allies are the Women 's Institutes.	verb	VBZ	5
117	1	He is working a scheme the National Federation of WI to organise a competition to celebrate next year 's 75th anniversary by offering 10 telecottages as prizes for its 9,000 branches and he is hoping the WI will establish a pilot telecottage near its college in Denman,  Oxfordshire.	verb	VBZ	32
118	1	Henning Albrechsten reckons that it takes three years for a telecottage to be able to function subsidy.	verb	VBZ	2
119	1	The village is a fantastic institution and they make people happier. ’	verb	VBZ	4
120	1	But the villages are dying,  becoming suburbs or dormitories where few people work but many sleep.	verb	VBZ	8
121	1	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression the idea of telecottages.	verb	VBZ	16
122	1	Britain,  its growing traffic problems,  seems an ideal place for the onset of revolution.	verb	VBZ	15
123	1	Despite Mr Dobbs 's tireless efforts,  is another revolution which Britain is likely to be viewing the sidelines.	verb	VBZ	4
124	1	EACH new indignity the heap visited Welsh rugby seems worse than the last.	verb	VBZ	6
125	1	The selectors knew they were playing fire when they decided to arrange a couple of club fixtures and they have duly been consumed a conflagration of their own making.	verb	VBZ	17
126	1	The selectors knew they were playing fire when they decided to arrange a couple of club fixtures and they have duly been consumed a conflagration of their own making.	verb	VBZ	23
127	1	The selectors knew they were playing fire when they decided to arrange a couple of club fixtures and they have duly been consumed a conflagration of their own making.	verb	VBZ	26
128	1	On and off the field the national game of the Land of Song is a discordant mess.	verb	VBZ	16
129	1	Losing was one thing but to lose as spinelessly as the Welsh XV did Bridgend Saturday was to add insult severely injured pride.	verb	VBZ	8
130	1	Four of the absentees suffered the squirming discomfort of being among the Welsh squad.	verb	VBZ	6
131	1	His plans ruins,  he is now reduced,  Micawber like,  hoping something will turn before his players face the All Blacks five short weeks.	verb	VBZ	8
132	1	But another selector confided the truth that Wales should be giving club opposition a hammering—  and half,  building their win Newbridge,  it looked asif they would.	verb	VBZ	14
133	1	They had weathered Bridgend 's early fury,  conceding a try coming some confidence to score three of their own.	verb	VBZ	6
134	1	They had weathered Bridgend 's early fury,  conceding a try coming some confidence to score three of their own.	verb	VBZ	7
135	1	the comparative opulence of 17-6 they then slipped penury by conceding 18 unanswered points.	verb	VBZ	10
136	1	Noone who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so.	verb	VBZ	16
137	1	Apartfrom Kevin Moseley 's steady supply the line-out,  there was nothing much to commend a Welsh forward effort which reverted the very worst Eighties stereotype of static,  cumbersome donkeys only too willing to slow the game walking pace.	verb	VBZ	21
138	1	Apartfrom Kevin Moseley 's steady supply the line-out,  there was nothing much to commend a Welsh forward effort which reverted the very worst Eighties stereotype of static,  cumbersome donkeys only too willing to slow the game walking pace.	verb	VBZ	31
139	1	‘ When the pressure comes,  players revert bad habits, ’ Ryan said.	verb	VBZ	3
140	1	was conveniently encapsulated the first try.	verb	VBZ	3
141	1	It was a magnificent fightback and such was Welsh distress that they never looked like preventing it.	verb	VBZ	9
142	1	‘ We have taken a step backward, ’ Ryan said—  and sorry evidence it looks asif it will be backwards all the way when the Test takes place at Cardiff Arms Park 4 November.	verb	VBZ	13
143	1	The only redeeming feature of a goalless,  worthless event at Stamford Bridge was that it did not require a grant.	verb	VBZ	2
144	1	Bobby Robson was there to assess World Cup candidates,  but nothing positive emerged 90 minutes of scuffling that made one almost yearn for the more measured boredom of Rangers ' European Cup exit in Munich three days earlier.	verb	VBZ	12
145	1	Television had postponed Manchester United 's scheduled visit to Anfield so it could be shown live 22 December,  the longest night.	verb	VBZ	2
146	1	London 's leading pair,  asif piqued by,  turned 30 September the longest afternoon.	verb	VBZ	5
147	1	Why,  though,  could supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust?	verb	VBZ	17
148	1	Why,  though,  could supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust?	verb	VBZ	23
149	1	They ought to have pocketed three points the first half but Tony Adams,  a more threatening centre-forward his forays than the current Alan Smith,  missed the target two headers and David Rocastle let Dave Beasant save a penalty,  much as the stretch keeper had done for Wimbledon the 1988 FA Cup final.	verb	VBZ	4
150	1	They ought to have pocketed three points the first half but Tony Adams,  a more threatening centre-forward his forays than the current Alan Smith,  missed the target two headers and David Rocastle let Dave Beasant save a penalty,  much as the stretch keeper had done for Wimbledon the 1988 FA Cup final.	verb	VBZ	20
151	1	If so,  it will be a gamble,  because he flopped his only previous international appearance in Saudi Arabia.	verb	VBZ	9
152	1	Very kind,  but international players are supposed to be habitually influential,  and it was Hazard who the second half,  a few incisive passes,  gifts the heavens a day like,  left a greater mark.	verb	VBZ	28
153	1	They have also aroused Protestant anger Dr Runcie,  the same time as he has become involved a row his attack the ‘ Pharisees ’ of British society.	verb	VBZ	27
154	1	But their prepared homilies the Pope and the Archbishop addressed quite different problems.	verb	VBZ	10
155	1	However,  the Pope 's account of the role of the papacy went agreatdeal farther than:  Christian unity,  he said,  must be founded the faith Christ that was handed by the Apostles;  what faith is must be determined by the Roman Catholic Church.	verb	VBZ	30
156	1	He quoted the Second Vatican Council:  ‘ The task of giving an authentic interpretation of the Word of God…  has been entrusted the living teachting office of the Church alone.	verb	VBZ	25
157	1	The specific role of bishops which is to be exercised communion the see of Peter ensuring the unity and continuity of the faith is vital if we are to hand the faith of Peter,  Gregory and Augustine.	verb	VBZ	11
158	1	The Pope said:  ‘ Events recent years have seriously aggravated the differences us. ’	verb	VBZ	10
159	1	She said she had received a ‘ friendly and brotherly ’ reply Dr Runcie.	verb	VBZ	9
160	1	JOHN SMITH,  the shadow Chancellor,  yesterday set the overriding tone for week 's Labour Party conference a warning that he would impose tough spending controls if Labour won the election.	verb	VBZ	3
161	1	His warning casts doubt Labour 's commitment to increase spending ‘ priority ’ programmes for the health service and pensions.	verb	VBZ	2
162	1	We will tackle putting our economy order sothat we can achieve social ambition,  sothat the strong economy is used to finance and develop the fair society. ’	verb	VBZ	2
163	1	will be the guiding light of the Labour government.	verb	VBZ	5
164	1	But they will take account the need for balance that says that social spending underpinning by economic growth will not be sustained any event. ’	verb	VBZ	17
165	1	David Blunkett,  another member of the national executive,  told a conference fringe rally organised by the soft Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting £9.5bn defence spending over five years,  and raising the level of taxation the rich.	verb	VBZ	11
166	1	Ron Todd,  the general secretary of the transport workers ' union,  said that today 's vote the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by wingers,  and he warned that party leaders could not expect everybody to ‘ goose-step ’ the same direction once the policy had been carried.	verb	VBZ	34
167	1	Ron Todd,  the general secretary of the transport workers ' union,  said that today 's vote the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by wingers,  and he warned that party leaders could not expect everybody to ‘ goose-step ’ the same direction once the policy had been carried.	verb	VBZ	47
168	1	The conference opened Labour buoyed by a series of weekend opinion polls giving leads of 5 12 points.	verb	VBZ	5
169	1	An atmosphere poisoned by mistrust	verb	VBZ	1
170	1	An atmosphere poisoned by mistrust	verb	VBZ	2
171	1	The disposal of toxic wastes is one of the most intractable problems facing industrialised societies.	verb	VBZ	10
172	1	Plus a backdrop of houses covering the valley walls on either side,  a reminder that wherever industrialised societies decide to deal their most intractable problems,  they are unlikely to find a place to do so which is not in somebody 's back yard.	verb	VBZ	24
173	1	Britain grinds almost five million tonnes of hazardous waste each year,  of which about 63,000 tonnes are so difficult to store or treat that they are burnt high temperatures here in Gwent or at one of three other centres:  Ellesmere Port;  Fawley,  near Southampton;  and the unfortunately named Killamarsh,  near Sheffield.	verb	VBZ	1
174	1	doing so,  they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town,  country to country:  the waste chain is long.	verb	VBZ	31
175	1	At Pontypool,  the collision a precise,  scientific industry and a diffuse,  unscientific local suspicion is painfully apparent.	verb	VBZ	11
176	1	‘ We are an aggressive company, ’ admitted David Wheeler,  operations director at plant and at Rechem 's other incinerator,  at Fawley.	verb	VBZ	4
177	1	In hard hats and protective glasses,  we walked past the huge ‘ fume cupboard ’ where the most noxious barrels are opened,  and arrived at the vast,  closed mouth of the furnace itself.	verb	VBZ	13
178	1	You could n't hope to convert them. ’	verb	VBZ	5
179	1	Right here,  in gaping mouth,  lies the end of the chain.	verb	VBZ	5
180	1	Noone could therefore call for the closure of incineration plants a stroke,  because noxious chemicals have to go somewhere.	verb	VBZ	12
181	1	Stack emissions of PCBs were the American standard for breathing air-  1,000 times lower than the British equivalent.	verb	VBZ	0
182	1	We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat,  wreathed its sweet,  sickly smell:  ‘ I 've been here two years, ’ he said.	verb	VBZ	20
183	1	We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat,  wreathed its sweet,  sickly smell:  ‘ I 've been here two years, ’ he said.	verb	VBZ	24
184	1	Driving away,  I noticed that the vast chimney was still not functioning,  but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant,  settling in her garden.	verb	VBZ	34
185	1	FADS for vitamin supplements have been overtaken by a vogue for minerals and trace elements.	verb	VBZ	13
186	1	The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre,  which offers a holistic programme—  dietary advice and emotional counselling—  to complement medical treatment.	verb	VBZ	9
187	1	The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre,  which offers a holistic programme—  dietary advice and emotional counselling—  to complement medical treatment.	verb	VBZ	11
188	1	The TV western seemed to fade the sunset some time the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	VBZ	17
189	1	The TV western seemed to fade the sunset some time the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	VBZ	25
190	1	The TV western seemed to fade the sunset some time the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	VBZ	27
191	1	The western is being revived,  reinterpreted for the 1990s.	verb	VBZ	4
192	1	One of the most successful Hollywood TV producers,  David Jacobs,  the creator of Dallas,  believes the western also fell victim late 1960s iconoclasm.	verb	VBZ	18
193	1	The legend could not be taken seriously anylonger what had been,  admittedly,  a threadbare form.	verb	VBZ	14
194	1	the mid-80s they had all gone the way of the buffalo:  extinct savefor preservation in the national park of permanent re-runs.	verb	VBZ	14
195	1	There are encouraging signs,  however,  that the TV western is struggling the saddle.	verb	VBZ	14
196	1	It was the only new drama series US network TV to be allowed a second series year,  despite a relatively lowly 49th ranking the ratings.	verb	VBZ	22
197	1	It won substantial critical acclaim and will show in Britain year.	verb	VBZ	2
198	1	The effect is rather an extended advertisement for Lights.	verb	VBZ	6
199	1	Modern audiences nolonger accept plastic bushes,  and the southern Californian suburban sprawl means the production companies have to take their horses and cows to locations far away in Arizona or Montana.	verb	VBZ	11
200	1	The cost has gone the barn roof. ’	verb	VBZ	6
201	1	The cost has gone the barn roof. ’	verb	VBZ	7
202	1	Will the western ride again?	verb	VBZ	3
203	1	‘ Westerns a gladiatorial,  timeless quality.	verb	VBZ	4
204	1	It is premature,  then,  to say that the western has galloped centre screen.	verb	VBZ	10
205	1	It is premature,  then,  to say that the western has galloped centre screen.	verb	VBZ	13
206	1	But there is a puff of dust the horizon.	verb	VBZ	4
207	1	But there is a puff of dust the horizon.	verb	VBZ	9
208	1	You can sue the solicitor for what you would have collected,  had he done his job properly,  because the law reckons he owed you,  aswellas his client,  a duty of care.	verb	VBZ	20
209	1	IT WAS unfair of Auden to suggest,  his ‘ Letter to Lord Byron ’,  that a poet 's ‘ sense of other people 's very hazy ’.	verb	VBZ	26
210	1	But the vaporous presences that float slender and anaemic first novel by a notable poet would appear to support the claim.	verb	VBZ	2
211	1	But the vaporous presences that float slender and anaemic first novel by a notable poet would appear to support the claim.	verb	VBZ	5
212	1	But the vaporous presences that float slender and anaemic first novel by a notable poet would appear to support the claim.	verb	VBZ	10
213	1	,of course,  is a popular subject:  it seems particularly attractive the poet-turned-novelist becauseof the scope it offers for the tremulously sensitive probing of feelings.	verb	VBZ	20
214	1	What Andrew Motion presents us here is a static and humourless piece filled over imagery.	verb	VBZ	3
215	1	His mother,  by contrast,  is the most vividly realised character the book:  nervy,  flirtatious and selfish,  already her third husband,  she thinks primarily of her appearance,  evenwhen visiting her dying daughter,  Francis 's twin.	verb	VBZ	7
216	1	There is a refreshing simplicity and tenderness Motion 's account of the way Francis nurses her,  but she herself is too sketchily drawn for the episode to carry much weight.	verb	VBZ	6
